code_facture,code_client,date_commande,ref_commercial,societe,mois,annee,annee_mois,jour_semaine,trimestre
V25-FAC+06835,CLT094670,2025-11-14,MH,LSAT,11,2025,2025-11,4,4
V25-FAC+06836,CLT094670,2025-11-14,MH,LSAT,11,2025,2025-11,4,4
V25-FAC+06837,CLT047390,2025-11-14,FAB,LSAT,11,2025,2025-11,4,4
V25-FAC+06838,CLT112915,2025-11-14,LSAT,LSAT,11,2025,2025-11,4,4
V25-FAC+06839,CLT011712,2025-11-14,ML,LSAT,11,2025,2025-11,4,4
V25-FAC+06840,CLT011712,2025-11-14,ML,LSAT,11,2025,2025-11,4,4
V25-FAC+06841,CLT105703,2025-11-17,CZ,LSAT,11,2025,2025-11,0,4
V25-FAC+06842,CLT112857,2025-11-17,ASO,LSAT,11,2025,2025-11,0,4
V25-FAC+06843,CLT012878,2025-11-17,IBD,LSAT,11,2025,2025-11,0,4
V25-FAC+06844,CLT030502,2025-11-17,CZ,LSAT,11,2025,2025-11,0,4
V25-FAC+06845,CLT100834,2025-11-17,MH,LSAT,11,2025,2025-11,0,4
V25-FAC+06846,CLT100834,2025-11-17,MH,LSAT,11,2025,2025-11,0,4
V25-FAC+06847,CLT090241,2025-11-17,ML,LSAT,11,2025,2025-11,0,4
V25-FAC+06848,CLT112700,2025-11-17,AF,LSAT,11,2025,2025-11,0,4
V25-FAC+06849,CLT112915,2025-11-17,LSAT,LSAT,11,2025,2025-11,0,4
V25-FAC+06850,CLT104926,2025-11-17,LSAT,LSAT,11,2025,2025-11,0,4
V25-FAC+06851,CLT100834,2025-11-17,MH,LSAT,11,2025,2025-11,0,4
V25-FAC+06852,CLT110421,2025-11-17,MH,LSAT,11,2025,2025-11,0,4
V25-FAC+06853,CLT110421,2025-11-17,MH,LSAT,11,2025,2025-11,0,4
V25-FAC+06854,CLT113431,2025-11-17,MH,LSAT,11,2025,2025-11,0,4
V25-FAC+06855,CLT068613,2025-11-17,IBD,LSAT,11,2025,2025-11,0,4
V25-FAC+06856,CLT068613,2025-11-17,IBD,LSAT,11,2025,2025-11,0,4
V25-FAC+06857,CLT107899,2025-11-17,BY,LSAT,11,2025,2025-11,0,4
V25-FAC+06858,CLT098836,2025-11-17,LSAT,LSAT,11,2025,2025-11,0,4
V25-FAC+06859,CLT112285,2025-11-18,AF,LSAT,11,2025,2025-11,1,4
V25-FAC+06860,CLT111330,2025-11-18,ASO,LSAT,11,2025,2025-11,1,4
V25-FAC+06861,CLT107423,2025-11-18,IS,LSAT,11,2025,2025-11,1,4
V25-FAC+06862,CLT111330,2025-11-18,ASO,LSAT,11,2025,2025-11,1,4
V25-FAC+06863,CLT107423,2025-11-18,IS,LSAT,11,2025,2025-11,1,4
V25-FAC+06864,CLT107423,2025-11-18,IS,LSAT,11,2025,2025-11,1,4
V25-FAC+06865,CLT112832,2025-11-18,IS,LSAT,11,2025,2025-11,1,4
V25-FAC+06866,CLT110800,2025-11-18,CZ,LSAT,11,2025,2025-11,1,4
V25-FAC+06867,CLT110800,2025-11-18,CZ,LSAT,11,2025,2025-11,1,4
V25-FAC+06868,CLT100521,2025-11-18,CZ,LSAT,11,2025,2025-11,1,4
V25-FAC+06869,CLT113238,2025-11-18,ME,LSAT,11,2025,2025-11,1,4
V25-FAC+06870,CLT112145,2025-11-18,ME,LSAT,11,2025,2025-11,1,4
V25-FAC+06871,CLT019390,2025-11-18,FAB,LSAT,11,2025,2025-11,1,4
V25-FAC+06872,CLT110804,2025-11-18,FAB,LSAT,11,2025,2025-11,1,4
V25-FAC+06873,CLT109650,2025-11-18,ME,LSAT,11,2025,2025-11,1,4
V25-FAC+06874,CLT106366,2025-11-18,FAB,LSAT,11,2025,2025-11,1,4
V25-FAC+06875,CLT113371,2025-11-18,FAB,LSAT,11,2025,2025-11,1,4
V25-FAC+06876,CLT113371,2025-11-18,FAB,LSAT,11,2025,2025-11,1,4
V25-FAC+06877,CLT112789,2025-11-18,OJ,LSAT,11,2025,2025-11,1,4
V25-FAC+06878,CLT105703,2025-11-18,CZ,LSAT,11,2025,2025-11,1,4
V25-FAC+06879,CLT110613,2025-11-18,BY,LSAT,11,2025,2025-11,1,4
V25-FAC+06880,CLT110613,2025-11-18,BY,LSAT,11,2025,2025-11,1,4
V25-FAC+06881,CLT105594,2025-11-18,ML,LSAT,11,2025,2025-11,1,4
V25-FAC+06882,CLT107838,2025-11-18,BY,LSAT,11,2025,2025-11,1,4
V25-FAC+06883,CLT107813,2025-11-18,BY,LSAT,11,2025,2025-11,1,4
V25-FAC+06884,CLT107838,2025-11-18,BY,LSAT,11,2025,2025-11,1,4
V25-FAC+06886,CLT110478,2025-11-18,ME,LSAT,11,2025,2025-11,1,4
V25-FAC+06887,CLT113411,2025-11-18,ME,LSAT,11,2025,2025-11,1,4
V25-FAC+06888,CLT112162,2025-11-18,ME,LSAT,11,2025,2025-11,1,4
V25-FAC+06889,CLT068613,2025-11-18,IBD,LSAT,11,2025,2025-11,1,4
V25-FAC+06890,CLT070730,2025-11-19,LSAT,LSAT,11,2025,2025-11,2,4
V25-FAC+06891,CLT101157,2025-11-19,ASO,LSAT,11,2025,2025-11,2,4
V25-FAC+06892,CLT090166,2025-11-19,ASO,LSAT,11,2025,2025-11,2,4
V25-FAC+06893,CLT095444,2025-11-19,IS,LSAT,11,2025,2025-11,2,4
V25-FAC+06894,CLT106250,2025-11-19,CZ,LSAT,11,2025,2025-11,2,4
V25-FAC+06895,CLT103872,2025-11-19,CZ,LSAT,11,2025,2025-11,2,4
V25-FAC+06896,CLT103105,2025-11-19,CZ,LSAT,11,2025,2025-11,2,4
V25-FAC+06897,CLT111672,2025-11-19,ASO,LSAT,11,2025,2025-11,2,4
V25-FAC+06898,CLT105736,2025-11-19,CZ,LSAT,11,2025,2025-11,2,4
V25-FAC+06899,CLT100997,2025-11-19,CZ,LSAT,11,2025,2025-11,2,4
V25-FAC+06900,CLT099558,2025-11-19,ASO,LSAT,11,2025,2025-11,2,4
V25-FAC+06901,CLT096077,2025-11-19,LSAT,LSAT,11,2025,2025-11,2,4
V25-FAC+06902,CLT113296,2025-11-19,MH,LSAT,11,2025,2025-11,2,4
V25-FAC+06903,CLT091206,2025-11-19,ML,LSAT,11,2025,2025-11,2,4
V25-FAC+06904,CLT108243,2025-11-19,MH,LSAT,11,2025,2025-11,2,4
V25-FAC+06905,CLT091206,2025-11-19,ML,LSAT,11,2025,2025-11,2,4
V25-FAC+06906,CLT109532,2025-11-19,ML,LSAT,11,2025,2025-11,2,4
V25-FAC+06907,CLT083831,2025-11-19,FAB,LSAT,11,2025,2025-11,2,4
V25-FAC+06908,CLT110973,2025-11-19,HAE,LSAT,11,2025,2025-11,2,4
V25-FAC+06909,CLT012878,2025-11-19,IBD,LSAT,11,2025,2025-11,2,4
V25-FAC+06910,CLT111680,2025-11-19,LSAT,LSAT,11,2025,2025-11,2,4
V25-FAC+06911,CLT112789,2025-11-20,OJ,LSAT,11,2025,2025-11,3,4
V25-FAC+06912,CLT033306,2025-11-20,CZ,LSAT,11,2025,2025-11,3,4
V25-FAC+06913,CLT106148,2025-11-20,CZ,LSAT,11,2025,2025-11,3,4
V25-FAC+06914,CLT025126,2025-11-20,FAB,LSAT,11,2025,2025-11,3,4
V25-FAC+06915,CLT100997,2025-11-20,CZ,LSAT,11,2025,2025-11,3,4
V25-FAC+06916,CLT101702,2025-11-20,CZ,LSAT,11,2025,2025-11,3,4
V25-FAC+06917,CLT078930,2025-11-20,IS,LSAT,11,2025,2025-11,3,4
V25-FAC+06918,CLT108875,2025-11-20,ME,LSAT,11,2025,2025-11,3,4
V25-FAC+06919,CLT094670,2025-11-20,MH,LSAT,11,2025,2025-11,3,4
V25-FAC+06920,CLT104700,2025-11-20,ME,LSAT,11,2025,2025-11,3,4
V25-FAC+06921,CLT111105,2025-11-20,ME,LSAT,11,2025,2025-11,3,4
V25-FAC+06922,CLT106143,2025-11-20,FAB,LSAT,11,2025,2025-11,3,4
V25-FAC+06923,CLT092649,2025-11-20,ML,LSAT,11,2025,2025-11,3,4
V25-FAC+06924,CLT112688,2025-11-20,ASO,LSAT,11,2025,2025-11,3,4
V25-FAC+06925,CLT083831,2025-11-20,FAB,LSAT,11,2025,2025-11,3,4
V25-FAC+06926,CLT068613,2025-11-20,IBD,LSAT,11,2025,2025-11,3,4
V25-FAC+06927,CLT012878,2025-11-20,IBD,LSAT,11,2025,2025-11,3,4
V25-FAC+06928,CLT068613,2025-11-20,IBD,LSAT,11,2025,2025-11,3,4
V25-FAC+06929,CLT112696,2025-11-21,AF,LSAT,11,2025,2025-11,4,4
V25-FAC+06930,CLT112696,2025-11-21,AF,LSAT,11,2025,2025-11,4,4
V25-FAC+06931,CLT112538,2025-11-21,ASO,LSAT,11,2025,2025-11,4,4
V25-FAC+06932,CLT107619,2025-11-21,IS,LSAT,11,2025,2025-11,4,4
V25-FAC+06933,CLT107619,2025-11-21,IS,LSAT,11,2025,2025-11,4,4
V25-FAC+06934,CLT106076,2025-11-21,LSAT,LSAT,11,2025,2025-11,4,4
V25-FAC+06935,CLT113228,2025-11-21,IS,LSAT,11,2025,2025-11,4,4
V25-FAC+06936,CLT099330,2025-11-21,IS,LSAT,11,2025,2025-11,4,4
V25-FAC+06937,CLT107952,2025-11-21,BY,LSAT,11,2025,2025-11,4,4
V25-FAC+06938,CLT107116,2025-11-21,BY,LSAT,11,2025,2025-11,4,4
V25-FAC+06939,CLT091206,2025-11-21,ML,LSAT,11,2025,2025-11,4,4
V25-FAC+06940,CLT056687,2025-11-21,LSAT,LSAT,11,2025,2025-11,4,4
V25-FAC+06941,CLT056687,2025-11-21,LSAT,LSAT,11,2025,2025-11,4,4
V25-FAC+06942,CLT108243,2025-11-21,MH,LSAT,11,2025,2025-11,4,4
V25-FAC+06943,CLT108243,2025-11-21,MH,LSAT,11,2025,2025-11,4,4
V25-FAC+06944,CLT100165,2025-11-21,LSAT,LSAT,11,2025,2025-11,4,4
V25-FAC+06945,CLT107898,2025-11-21,BY,LSAT,11,2025,2025-11,4,4
V25-FAC+06946,CLT100834,2025-11-21,MH,LSAT,11,2025,2025-11,4,4
V25-FAC+06947,CLT080975,2025-11-24,CZ,LSAT,11,2025,2025-11,0,4
V25-FAC+06948,CLT080975,2025-11-24,CZ,LSAT,11,2025,2025-11,0,4
V25-FAC+06949,CLT107894,2025-11-24,CZ,LSAT,11,2025,2025-11,0,4
V25-FAC+06950,CLT101737,2025-11-24,FAB,LSAT,11,2025,2025-11,0,4
V25-FAC+06951,CLT112413,2025-11-24,ASO,LSAT,11,2025,2025-11,0,4
V25-FAC+06952,CLT112368,2025-11-24,CZ,LSAT,11,2025,2025-11,0,4
V25-FAC+06953,CLT112695,2025-11-24,AF,LSAT,11,2025,2025-11,0,4
V25-FAC+06954,CLT100647,2025-11-24,MH,LSAT,11,2025,2025-11,0,4
V25-FAC+06955,CLT100647,2025-11-24,MH,LSAT,11,2025,2025-11,0,4
V25-FAC+06956,CLT104004,2025-11-24,AF,LSAT,11,2025,2025-11,0,4
V25-FAC+06957,CLT109675,2025-11-24,CZ,LSAT,11,2025,2025-11,0,4
V25-FAC+06958,CLT045688,2025-11-24,IBD,LSAT,11,2025,2025-11,0,4
V25-FAC+06959,CLT100092,2025-11-24,AF,LSAT,11,2025,2025-11,0,4
V25-FAC+06960,CLT100092,2025-11-24,AF,LSAT,11,2025,2025-11,0,4
V25-FAC+06961,CLT091206,2025-11-24,ML,LSAT,11,2025,2025-11,0,4
V25-FAC+06962,CLT103881,2025-11-24,IS,LSAT,11,2025,2025-11,0,4
V25-FAC+06963,CLT103881,2025-11-24,IS,LSAT,11,2025,2025-11,0,4
V25-FAC+06964,CLT112227,2025-11-24,HAE,LSAT,11,2025,2025-11,0,4
V25-FAC+06965,CLT064655,2025-11-24,LSAT,LSAT,11,2025,2025-11,0,4
V25-FAC+06966,CLT113149,2025-11-24,ASO,LSAT,11,2025,2025-11,0,4
V25-FAC+06967,CLT110314,2025-11-24,ASO,LSAT,11,2025,2025-11,0,4
V25-FAC+06968,CLT112615,2025-11-25,HZ,LSAT,11,2025,2025-11,1,4
V25-FAC+06969,CLT109675,2025-11-25,CZ,LSAT,11,2025,2025-11,1,4
V25-FAC+06970,CLT112401,2025-11-25,IS,LSAT,11,2025,2025-11,1,4
V25-FAC+06971,CLT112401,2025-11-25,IS,LSAT,11,2025,2025-11,1,4
V25-FAC+06972,CLT110069,2025-11-25,CZ,LSAT,11,2025,2025-11,1,4
V25-FAC+06973,CLT100647,2025-11-25,MH,LSAT,11,2025,2025-11,1,4
V25-FAC+06974,CLT107949,2025-11-25,BY,LSAT,11,2025,2025-11,1,4
V25-FAC+06975,CLT107949,2025-11-25,BY,LSAT,11,2025,2025-11,1,4
V25-FAC+06976,CLT111378,2025-11-25,ME,LSAT,11,2025,2025-11,1,4
V25-FAC+06977,CLT111378,2025-11-25,ME,LSAT,11,2025,2025-11,1,4
V25-FAC+06978,CLT113238,2025-11-25,ME,LSAT,11,2025,2025-11,1,4
V25-FAC+06979,CLT111330,2025-11-25,ASO,LSAT,11,2025,2025-11,1,4
V25-FAC+06980,CLT106221,2025-11-25,ME,LSAT,11,2025,2025-11,1,4
V25-FAC+06981,CLT110970,2025-11-25,FAB,LSAT,11,2025,2025-11,1,4
V25-FAC+06982,CLT106221,2025-11-25,ME,LSAT,11,2025,2025-11,1,4
V25-FAC+06983,CLT090166,2025-11-26,ASO,LSAT,11,2025,2025-11,2,4
V25-FAC+06984,CLT110970,2025-11-26,FAB,LSAT,11,2025,2025-11,2,4
V25-FAC+06985,CLT111011,2025-11-26,BY,LSAT,11,2025,2025-11,2,4
V25-FAC+06986,CLT109827,2025-11-26,BY,LSAT,11,2025,2025-11,2,4
V25-FAC+06987,CLT099780,2025-11-26,IS,LSAT,11,2025,2025-11,2,4
V25-FAC+06988,CLT105538,2025-11-26,BY,LSAT,11,2025,2025-11,2,4
V25-FAC+06989,CLT105538,2025-11-26,BY,LSAT,11,2025,2025-11,2,4
V25-FAC+06990,CLT090241,2025-11-26,ML,LSAT,11,2025,2025-11,2,4
V25-FAC+06991,CLT106195,2025-11-26,FAB,LSAT,11,2025,2025-11,2,4
V25-FAC+06992,CLT012878,2025-11-26,IBD,LSAT,11,2025,2025-11,2,4
V25-FAC+06993,CLT012878,2025-11-26,IBD,LSAT,11,2025,2025-11,2,4
V25-FAC+06994,CLT105736,2025-11-27,CZ,LSAT,11,2025,2025-11,3,4
V25-FAC+06995,CLT066258,2025-11-27,FAB,LSAT,11,2025,2025-11,3,4
V25-FAC+06996,CLT103431,2025-11-27,FAB,LSAT,11,2025,2025-11,3,4
V25-FAC+06997,CLT106143,2025-11-27,FAB,LSAT,11,2025,2025-11,3,4
V25-FAC+06998,CLT023447,2025-11-27,FAB,LSAT,11,2025,2025-11,3,4
V25-FAC+06999,CLT103431,2025-11-27,FAB,LSAT,11,2025,2025-11,3,4
V25-FAC+07000,CLT113244,2025-11-27,ASO,LSAT,11,2025,2025-11,3,4
V25-FAC+07001,CLT112368,2025-11-27,CZ,LSAT,11,2025,2025-11,3,4
V25-FAC+07002,CLT030502,2025-11-27,CZ,LSAT,11,2025,2025-11,3,4
V25-FAC+07003,CLT111143,2025-11-27,IS,LSAT,11,2025,2025-11,3,4
V25-FAC+07004,CLT112368,2025-11-27,CZ,LSAT,11,2025,2025-11,3,4
V25-FAC+07005,CLT113413,2025-11-27,BY,LSAT,11,2025,2025-11,3,4
V25-FAC+07006,CLT112368,2025-11-27,CZ,LSAT,11,2025,2025-11,3,4
V25-FAC+07007,CLT104135,2025-11-27,MH,LSAT,11,2025,2025-11,3,4
V25-FAC+07008,CLT112877,2025-11-27,IS,LSAT,11,2025,2025-11,3,4
V25-FAC+07009,CLT099780,2025-11-27,IS,LSAT,11,2025,2025-11,3,4
V25-FAC+07011,CLT110421,2025-11-27,MH,LSAT,11,2025,2025-11,3,4
V25-FAC+07012,CLT090241,2025-11-27,ML,LSAT,11,2025,2025-11,3,4
V25-FAC+07013,CLT026177,2025-11-27,ME,LSAT,11,2025,2025-11,3,4
V25-FAC+07014,CLT108875,2025-11-27,ME,LSAT,11,2025,2025-11,3,4
V25-FAC+07015,CLT112429,2025-11-27,ME,LSAT,11,2025,2025-11,3,4
V25-FAC+07016,CLT112429,2025-11-27,ME,LSAT,11,2025,2025-11,3,4
V25-FAC+07017,CLT112429,2025-11-27,ME,LSAT,11,2025,2025-11,3,4
V25-FAC+07018,CLT098058,2025-11-27,ME,LSAT,11,2025,2025-11,3,4
V25-FAC+07019,CLT113320,2025-11-27,LSAT,LSAT,11,2025,2025-11,3,4
V25-FAC+07021,CLT079817,2025-11-28,ASO,LSAT,11,2025,2025-11,4,4
V25-FAC+07022,CLT106150,2025-11-28,CZ,LSAT,11,2025,2025-11,4,4
V25-FAC+07023,CLT112477,2025-11-28,IS,LSAT,11,2025,2025-11,4,4
V25-FAC+07024,CLT106076,2025-11-28,IS,LSAT,11,2025,2025-11,4,4
V25-FAC+07025,CLT103950,2025-11-28,ML,LSAT,11,2025,2025-11,4,4
V25-FAC+07026,CLT070730,2025-11-28,LSAT,LSAT,11,2025,2025-11,4,4
V25-FAC+07027,CLT090241,2025-11-28,ML,LSAT,11,2025,2025-11,4,4
V25-FAC+07028,CLT106195,2025-11-28,FAB,LSAT,11,2025,2025-11,4,4
V25-FAC+07029,CLT108006,2025-12-01,IS,LSAT,12,2025,2025-12,0,4
V25-FAC+07030,CLT112401,2025-12-01,IS,LSAT,12,2025,2025-12,0,4
V25-FAC+07031,CLT112832,2025-12-01,IS,LSAT,12,2025,2025-12,0,4
V25-FAC+07032,CLT105703,2025-12-01,CZ,LSAT,12,2025,2025-12,0,4
V25-FAC+07034,CLT107792,2025-12-01,MH,LSAT,12,2025,2025-12,0,4
V25-FAC+07035,CLT107792,2025-12-01,MH,LSAT,12,2025,2025-12,0,4
V25-FAC+07037,CLT109916,2025-12-01,BY,LSAT,12,2025,2025-12,0,4
V25-FAC+07038,CLT111034,2025-12-01,AF,LSAT,12,2025,2025-12,0,4
V25-FAC+07039,CLT080892,2025-12-01,ME,LSAT,12,2025,2025-12,0,4
V25-FAC+07040,CLT112673,2025-12-01,ME,LSAT,12,2025,2025-12,0,4
V25-FAC+07041,CLT112146,2025-12-01,ME,LSAT,12,2025,2025-12,0,4
V25-FAC+07042,CLT068613,2025-12-01,IBD,LSAT,12,2025,2025-12,0,4
V25-FAC+07043,CLT106687,2025-12-01,MH,LSAT,12,2025,2025-12,0,4
V25-FAC+07044,CLT068613,2025-12-01,IBD,LSAT,12,2025,2025-12,0,4
V25-FAC+07045,CLT106687,2025-12-01,MH,LSAT,12,2025,2025-12,0,4
V25-FAC+07046,CLT097224,2025-12-02,CZ,LSAT,12,2025,2025-12,1,4
V25-FAC+07047,CLT097621,2025-12-02,LSAT,LSAT,12,2025,2025-12,1,4
V25-FAC+07048,CLT111672,2025-12-02,ASO,LSAT,12,2025,2025-12,1,4
V25-FAC+07049,CLT112401,2025-12-02,IS,LSAT,12,2025,2025-12,1,4
V25-FAC+07050,CLT113394,2025-12-02,IS,LSAT,12,2025,2025-12,1,4
V25-FAC+07051,CLT113394,2025-12-02,IS,LSAT,12,2025,2025-12,1,4
V25-FAC+07052,CLT091331,2025-12-02,MCH,LSAT,12,2025,2025-12,1,4
V25-FAC+07053,CLT057723,2025-12-02,MCH,LSAT,12,2025,2025-12,1,4
V25-FAC+07054,CLT097224,2025-12-02,CZ,LSAT,12,2025,2025-12,1,4
V25-FAC+07055,CLT100521,2025-12-02,CZ,LSAT,12,2025,2025-12,1,4
V25-FAC+07056,CLT106044,2025-12-02,FAB,LSAT,12,2025,2025-12,1,4
V25-FAC+07057,CLT108035,2025-12-02,ML,LSAT,12,2025,2025-12,1,4
V25-FAC+07058,CLT109532,2025-12-02,ML,LSAT,12,2025,2025-12,1,4
V25-FAC+07059,CLT011712,2025-12-02,ML,LSAT,12,2025,2025-12,1,4
V25-FAC+07060,CLT110804,2025-12-02,FAB,LSAT,12,2025,2025-12,1,4
V25-FAC+07061,CLT056687,2025-12-03,LSAT,LSAT,12,2025,2025-12,2,4
V25-FAC+07062,CLT104004,2025-12-03,AF,LSAT,12,2025,2025-12,2,4
V25-FAC+07063,CLT099325,2025-12-03,MH,LSAT,12,2025,2025-12,2,4
V25-FAC+07064,CLT112804,2025-12-03,HAE,LSAT,12,2025,2025-12,2,4
V25-FAC+07065,CLT113449,2025-12-03,FAB,LSAT,12,2025,2025-12,2,4
V25-FAC+07066,CLT111142,2025-12-03,ASO,LSAT,12,2025,2025-12,2,4
V25-FAC+07067,CLT111144,2025-12-03,ASO,LSAT,12,2025,2025-12,2,4
V25-FAC+07068,CLT056687,2025-12-03,LSAT,LSAT,12,2025,2025-12,2,4
V25-FAC+07069,CLT109691,2025-12-03,ASO,LSAT,12,2025,2025-12,2,4
V25-FAC+07070,CLT097224,2025-12-03,CZ,LSAT,12,2025,2025-12,2,4
V25-FAC+07071,CLT113269,2025-12-03,HZ,LSAT,12,2025,2025-12,2,4
V25-FAC+07072,CLT112355,2025-12-03,ASO,LSAT,12,2025,2025-12,2,4
V25-FAC+07073,CLT108006,2025-12-03,IS,LSAT,12,2025,2025-12,2,4
V25-FAC+07074,CLT109553,2025-12-03,LSAT,LSAT,12,2025,2025-12,2,4
V25-FAC+07075,CLT057465,2025-12-03,FAB,LSAT,12,2025,2025-12,2,4
V25-FAC+07076,CLT109553,2025-12-03,LSAT,LSAT,12,2025,2025-12,2,4
V25-FAC+07077,CLT105594,2025-12-03,ML,LSAT,12,2025,2025-12,2,4
V25-FAC+07078,CLT103431,2025-12-03,FAB,LSAT,12,2025,2025-12,2,4
V25-FAC+07079,CLT059791,2025-12-03,FAB,LSAT,12,2025,2025-12,2,4
V25-FAC+07080,CLT112789,2025-12-03,OJ,LSAT,12,2025,2025-12,2,4
V25-FAC+07081,CLT113269,2025-12-03,HZ,LSAT,12,2025,2025-12,2,4
V25-FAC+07082,CLT083831,2025-12-03,FAB,LSAT,12,2025,2025-12,2,4
V25-FAC+07083,CLT097923,2025-12-03,BY,LSAT,12,2025,2025-12,2,4
V25-FAC+07084,CLT107899,2025-12-03,BY,LSAT,12,2025,2025-12,2,4
V25-FAC+07085,CLT107899,2025-12-03,BY,LSAT,12,2025,2025-12,2,4
V25-FAC+07086,CLT107899,2025-12-03,BY,LSAT,12,2025,2025-12,2,4
V25-FAC+07087,CLT011029,2025-12-04,FAB,LSAT,12,2025,2025-12,3,4
V25-FAC+07088,CLT112183,2025-12-04,AF,LSAT,12,2025,2025-12,3,4
V25-FAC+07091,CLT108832,2025-12-04,IS,LSAT,12,2025,2025-12,3,4
V25-FAC+07092,CLT027007,2025-12-04,IS,LSAT,12,2025,2025-12,3,4
V25-FAC+07093,CLT108832,2025-12-04,IS,LSAT,12,2025,2025-12,3,4
V25-FAC+07094,CLT112477,2025-12-04,IS,LSAT,12,2025,2025-12,3,4
V25-FAC+07095,CLT108832,2025-12-04,IS,LSAT,12,2025,2025-12,3,4
V25-FAC+07096,CLT095444,2025-12-04,IS,LSAT,12,2025,2025-12,3,4
V25-FAC+07097,CLT091331,2025-12-04,MCH,LSAT,12,2025,2025-12,3,4
V25-FAC+07098,CLT057723,2025-12-04,MCH,LSAT,12,2025,2025-12,3,4
V25-FAC+07099,CLT091206,2025-12-04,ML,LSAT,12,2025,2025-12,3,4
V25-FAC+07100,CLT101239,2025-12-04,ML,LSAT,12,2025,2025-12,3,4
V25-FAC+07101,CLT112299,2025-12-04,MH,LSAT,12,2025,2025-12,3,4
V25-FAC+07102,CLT110970,2025-12-04,FAB,LSAT,12,2025,2025-12,3,4
V25-FAC+07103,CLT113238,2025-12-04,ME,LSAT,12,2025,2025-12,3,4
V25-FAC+07104,CLT108875,2025-12-04,ME,LSAT,12,2025,2025-12,3,4
V25-FAC+07105,CLT110797,2025-12-04,ME,LSAT,12,2025,2025-12,3,4
V25-FAC+07106,CLT101911,2025-12-04,ME,LSAT,12,2025,2025-12,3,4
V25-FAC+07107,CLT069189,2025-12-04,ME,LSAT,12,2025,2025-12,3,4
V25-FAC+07108,CLT068613,2025-12-04,IBD,LSAT,12,2025,2025-12,3,4
V25-FAC+07109,CLT068613,2025-12-04,IBD,LSAT,12,2025,2025-12,3,4
V25-FAC+07110,CLT100949,2025-12-05,LSAT,LSAT,12,2025,2025-12,4,4
V25-FAC+07111,CLT111143,2025-12-05,IS,LSAT,12,2025,2025-12,4,4
V25-FAC+07112,CLT113272,2025-12-05,ASO,LSAT,12,2025,2025-12,4,4
V25-FAC+07113,CLT100521,2025-12-05,CZ,LSAT,12,2025,2025-12,4,4
V25-FAC+07114,CLT108826,2025-12-05,CZ,LSAT,12,2025,2025-12,4,4
V25-FAC+07115,CLT100521,2025-12-05,CZ,LSAT,12,2025,2025-12,4,4
V25-FAC+07116,CLT108826,2025-12-05,CZ,LSAT,12,2025,2025-12,4,4
V25-FAC+07117,CLT100834,2025-12-05,MH,LSAT,12,2025,2025-12,4,4
V25-FAC+07118,CLT100647,2025-12-05,MH,LSAT,12,2025,2025-12,4,4
V25-FAC+07119,CLT100647,2025-12-05,MH,LSAT,12,2025,2025-12,4,4
V25-FAC+07120,CLT107948,2025-12-05,BY,LSAT,12,2025,2025-12,4,4
V25-FAC+07121,CLT107948,2025-12-05,BY,LSAT,12,2025,2025-12,4,4
V25-FAC+07122,CLT107948,2025-12-05,BY,LSAT,12,2025,2025-12,4,4
V25-FAC+07123,CLT111437,2025-12-05,BY,LSAT,12,2025,2025-12,4,4
V25-FAC+07124,CLT111437,2025-12-05,BY,LSAT,12,2025,2025-12,4,4
V25-FAC+07126,CLT011712,2025-12-05,ML,LSAT,12,2025,2025-12,4,4
V25-FAC+07127,CLT113449,2025-12-05,FAB,LSAT,12,2025,2025-12,4,4
V25-FAC+07128,CLT090241,2025-12-05,ML,LSAT,12,2025,2025-12,4,4
V25-FAC+07129,CLT110314,2025-12-05,ASO,LSAT,12,2025,2025-12,4,4
V25-FAC+07130,CLT113449,2025-12-08,FAB,LSAT,12,2025,2025-12,0,4
V25-FAC+07131,CLT112477,2025-12-08,IS,LSAT,12,2025,2025-12,0,4
V25-FAC+07133,CLT066258,2025-12-08,FAB,LSAT,12,2025,2025-12,0,4
V25-FAC+07134,CLT095444,2025-12-08,IS,LSAT,12,2025,2025-12,0,4
V25-FAC+07135,CLT112877,2025-12-08,IS,LSAT,12,2025,2025-12,0,4
V25-FAC+07136,CLT107944,2025-12-08,MH,LSAT,12,2025,2025-12,0,4
V25-FAC+07137,CLT097224,2025-12-08,CZ,LSAT,12,2025,2025-12,0,4
V25-FAC+07138,CLT109417,2025-12-08,ASO,LSAT,12,2025,2025-12,0,4
V25-FAC+07139,CLT109553,2025-12-08,LSAT,LSAT,12,2025,2025-12,0,4
V25-FAC+07140,CLT112864,2025-12-08,FAB,LSAT,12,2025,2025-12,0,4
V25-FAC+07141,CLT109532,2025-12-08,ML,LSAT,12,2025,2025-12,0,4
V25-FAC+07143,CLT112915,2025-12-08,LSAT,LSAT,12,2025,2025-12,0,4
V25-FAC+07144,CLT083831,2025-12-08,FAB,LSAT,12,2025,2025-12,0,4
V25-FAC+07145,CLT110421,2025-12-08,MH,LSAT,12,2025,2025-12,0,4
V25-FAC+07146,CLT113413,2025-12-08,BY,LSAT,12,2025,2025-12,0,4
V25-FAC+07147,CLT113413,2025-12-08,BY,LSAT,12,2025,2025-12,0,4
V25-FAC+07148,CLT107949,2025-12-08,BY,LSAT,12,2025,2025-12,0,4
V25-FAC+07149,CLT107949,2025-12-08,BY,LSAT,12,2025,2025-12,0,4
V25-FAC+07150,CLT107949,2025-12-08,BY,LSAT,12,2025,2025-12,0,4
